name,team_abbr,team_name,pos,jersey_number,goals_ref,assists_ref,own_goals_ref,points_ref,epl_in_ref,xg_ref,xa_ref,xpoints_ref,id
Anthony Elanga,NEW,Newcastle,FWD,19,0,1,0,0.5,true,1.4534468036144972,1.7495205141603947,2.3282070606946945,sr:player:1718666
Victor Lindelof,AVL,Aston Villa,DEF,3,0,1,0,0.5,true,0.15612759068608284,0.5980998799204826,0.45517753064632416,sr:player:143334
Emiliano Martinez,AVL,Aston Villa,GK,23,0,1,0,0.5,true,0,0.35384001582860947,0.17692000791430473,sr:player:158263
Leon Bailey,AVL,Aston Villa,FWD,31,0,1,0,0.5,true,0.7073369584977627,1.1167646050453186,1.265719261020422,sr:player:883594
Ezri Konsa,AVL,Aston Villa,DEF,4,0,1,0,0.5,true,1.0740509293973446,0.6014871783554554,1.3747945185750723,sr:player:942488
Ian Maatsen,AVL,Aston Villa,DEF,22,0,1,0,0.5,true,1.2995175179094076,2.966688236221671,2.782861636020243,sr:player:1613022
Luke O'Nien,SUN,Sunderland,MID,13,0,1,0,0.5,true,0.2098914235830307,0.10624478757381439,0.2630138173699379,sr:player:365812
Reinildo Mandava,SUN,Sunderland,DEF,17,0,1,0,0.5,true,0.1700047692283988,0.29589132592082024,0.3179504321888089,sr:player:929870
Noah Sadiki,SUN,Sunderland,MID,27,0,1,0,0.5,true,1.618839449249208,0.9295975510030985,2.083638224750757,sr:player:2337853
Reiss Nelson,ARS,Arsenal,FWD,24,0,1,0,0.5,true,0.9007361251860857,0.05902205780148506,0.9302471540868282,sr:player:936316
Ben White,ARS,Arsenal,DEF,4,0,1,0,0.5,true,0.28292371705174446,1.557781394571066,1.0618144143372774,sr:player:1015179
Joachim Andersen,FUL,Fulham,DEF,5,0,1,0,0.5,true,1.6593082277104259,0.5809159595519304,1.949766207486391,sr:player:362682
Rodrigo Muniz,FUL,Fulham,FWD,9,1,1,1,0.5,true,4.545291785150766,0.9614864559844136,5.026035013142973,sr:player:1557191
Oscar Bobb,FUL,Fulham,MID,14,0,1,0,0.5,true,1.4291031155735254,2.017092976719141,2.437649603933096,sr:player:1956474
Wataru Endo,LFC,Liverpool,MID,3,0,1,0,0.5,true,0.06196111440658569,0.13890482485294342,0.1314135268330574,sr:player:143040
Conor Bradley,LFC,Liverpool,DEF,12,0,1,0,0.5,true,0.21982916723936796,1.1937107481062412,0.8166845412924886,sr:player:1939996
Carlos Alcaraz,EVE,Everton,MID,24,0,1,0,0.5,true,1.0087895719334483,1.21384940110147,1.6157142724841833,sr:player:2005163
Kristoffer Ajer,BRE,Brentford,DEF,20,0,1,0,0.5,true,1.053914662450552,0.9042857214808464,1.5060575231909752,sr:player:576384
Rico Henry,BRE,Brentford,DEF,3,0,1,0,0.5,true,0.14565920177847147,0.31617192178964615,0.30374516267329454,sr:player:599128
Michael Kayode,BRE,Brentford,DEF,33,1,1,1,0.5,true,1.169110944494605,3.184721387922764,2.761471638455987,sr:player:2164250
Lewis Cook,BOU,Bournemouth,MID,4,0,1,0,0.5,true,0.05964579712599516,0.3469301499426365,0.2331108720973134,sr:player:548188
Ben Gannon-Doak,BOU,Bournemouth,FWD,11,0,1,0,0.5,true,0.44585083425045013,0.45716217160224915,0.6744319200515747,sr:player:2281013
Will Hughes,CRY,Crystal Palace,MID,19,0,0,0,0,true,1.2812513932585716,1.9265618100762367,2.24453229829669,sr:player:193554
Walter Benitez,CRY,Crystal Palace,GK,44,0,0,0,0,true,0,0,0,sr:player:249859
Dean Henderson,CRY,Crystal Palace,GK,1,0,0,0,0,true,0,0.015475641936063766,0.007737820968031883,sr:player:353202
Borna Sosa,CRY,Crystal Palace,DEF,24,0,0,0,0,true,0.039044611155986786,0.076265724375844,0.07717747334390879,sr:player:357584
Remi Matthews,CRY,Crystal Palace,GK,31,0,0,0,0,true,,,,sr:player:581610
Takehiro Tomiyasu,CRY,Crystal Palace,DEF,17,0,0,0,0,true,,,,sr:player:772819
Oscar Mingueza,CRY,Crystal Palace,DEF,30,0,0,0,0,true,,,,sr:player:1057441
Cheick Oumar Doucoure,CRY,Crystal Palace,MID,28,0,0,0,0,true,,,,sr:player:1322160
Tayo Adaramola,CRY,Crystal Palace,DEF,45,0,0,0,0,true,,,,sr:player:1986593
Jesuran Rak-Sakyi,CRY,Crystal Palace,MID,49,0,0,0,0,true,,,,sr:player:2144758
Matheus Franca,CRY,Crystal Palace,MID,11,0,0,0,0,true,,,,sr:player:2185650
Joe Whitworth,CRY,Crystal Palace,GK,41,0,0,0,0,true,,,,sr:player:2406993
Owen Goodman,CRY,Crystal Palace,GK,63,0,0,0,0,true,,,,sr:player:2406999
David Ozoh,CRY,Crystal Palace,MID,52,0,0,0,0,true,,,,sr:player:2496427
Romain Esse,CRY,Crystal Palace,MID,21,0,0,0,0,true,0,0,0,sr:player:2530513
Eyimofe Jemide,CRY,Crystal Palace,DEF,,0,0,0,0,true,,,,sr:player:2611329
Charlie Walker-Smith,CRY,Crystal Palace,DEF,,0,0,0,0,true,,,,sr:player:2804693
Jaydee Canvot,CRY,Crystal Palace,DEF,6,0,0,0,0,true,1.5658284928649664,0.0823616674169898,1.6070093265734613,sr:player:2839263
Rio Cardines,CRY,Crystal Palace,FWD,59,0,0,0,0,true,0.01844649203121662,0.2980242371559143,0.16745861060917377,sr:player:2998697
Hindolo Mustapha,CRY,Crystal Palace,MID,59,0,0,0,0,true,,,,sr:player:3035546
Jake Bidwell,COV,Coventry,DEF,21,0,0,0,0,false,,,,sr:player:103115
Ben Wilson,COV,Coventry,GK,13,0,0,0,0,false,,,,sr:player:216590
Matt Grimes,COV,Coventry,MID,6,0,0,0,0,false,,,,sr:player:340713
Jay DaSilva,COV,Coventry,DEF,3,0,0,0,0,false,,,,sr:player:769093
Haji Wright,COV,Coventry,FWD,11,0,0,0,0,false,,,,sr:player:809762
Victor Torp,COV,Coventry,MID,29,0,0,0,0,false,,,,sr:player:944542
Brandon Thomas-Asante,COV,Coventry,FWD,23,0,0,0,0,false,,,,sr:player:1015215
Joel Latibeaudiere,COV,Coventry,DEF,22,0,0,0,0,false,,,,sr:player:1047095
Ephron Mason-Clark,COV,Coventry,FWD,10,0,0,0,0,false,,,,sr:player:1079834
Luke Woolfenden,COV,Coventry,DEF,26,0,0,0,0,false,,,,sr:player:1253756
Liam Kitching,COV,Coventry,DEF,15,0,0,0,0,false,,,,sr:player:1391335
Milan van Ewijk,COV,Coventry,DEF,27,0,0,0,0,false,,,,sr:player:1606440
Tatsuhiro Sakamoto,COV,Coventry,MID,7,0,0,0,0,false,,,,sr:player:1708063
Jack Rudoni,COV,Coventry,MID,5,0,0,0,0,false,,,,sr:player:1720482
Oliver Dovin,COV,Coventry,GK,1,0,0,0,0,false,,,,sr:player:1724722
Josh Eccles,COV,Coventry,MID,28,0,0,0,0,false,,,,sr:player:1836834
Raphael Rodrigues,COV,Coventry,MID,17,0,0,0,0,false,,,,sr:player:1880202
Aurele Amenda,COV,Coventry,DEF,,0,0,0,0,false,,,,sr:player:1953496
Bobby Thomas,COV,Coventry,DEF,4,0,0,0,0,false,,,,sr:player:2047569
Kaine Hayden,COV,Coventry,DEF,20,0,0,0,0,false,,,,sr:player:2052337
Ellis Simms,COV,Coventry,FWD,9,0,0,0,0,false,,,,sr:player:2052913
Miguel Angel Brau,COV,Coventry,DEF,33,0,0,0,0,false,,,,sr:player:2161468
Carl Rushworth,COV,Coventry,GK,,0,0,0,0,false,,,,sr:player:2186020
Norman Bassette,COV,Coventry,FWD,37,0,0,0,0,false,,,,sr:player:2210824
Callum Perry,COV,Coventry,DEF,41,0,0,0,0,false,,,,sr:player:2660269
Kai Andrews,COV,Coventry,MID,54,0,0,0,0,false,,,,sr:player:2661553
Caleb Yirenkyi,COV,Coventry,MID,,0,0,0,0,false,,,,sr:player:2828671
Matz Sels,NFO,Nottingham,GK,26,0,0,0,0,true,0,0,0,sr:player:78152
Xaver Schlager,NFO,Nottingham,MID,21,0,0,0,0,true,,,,sr:player:355504
John Victor,NFO,Nottingham,GK,13,0,0,0,0,true,0,0,0,sr:player:992007
Omar Richards,NFO,Nottingham,DEF,27,0,0,0,0,true,,,,sr:player:1249404
Arnaud Kalimuendo,NFO,Nottingham,FWD,15,0,0,0,0,true,0.25108829140663147,0.011348750442266464,0.2567626666277647,sr:player:1600884
Luca Netz,NFO,Nottingham,DEF,25,0,0,0,0,true,0,0.09805777668952942,0.04902888834476471,sr:player:1718626
Jota Silva,NFO,Nottingham,FWD,20,0,0,0,0,true,0,0,0,sr:player:2068145
Ousmane Diomande,NFO,Nottingham,DEF,2,0,0,0,0,true,,,,sr:player:2298655
Cuiabano,NFO,Nottingham,DEF,33,0,0,0,0,true,,,,sr:player:2387743
Jair Cunha,NFO,Nottingham,DEF,23,0,0,0,0,true,0.4848349690437317,0.07878735661506653,0.524228647351265,sr:player:2407025
Gustavo Sa,NFO,Nottingham,MID,,0,0,0,0,true,,,,sr:player:2417945
Zach Abbott,NFO,Nottingham,DEF,44,0,0,0,0,true,0,0,0,sr:player:2426393
Eric da Silva Moreira,NFO,Nottingham,DEF,17,0,0,0,0,true,,,,sr:player:2610745
Aaron Bott,NFO,Nottingham,GK,63,0,0,0,0,true,,,,sr:player:2653119
Tyler Bindon,NFO,Nottingham,DEF,64,0,0,0,0,true,,,,sr:player:2659093
Lamin Sillah,NFO,Nottingham,FWD,45,0,0,0,0,true,,,,sr:player:2891403
Jimmy Sinclair,NFO,Nottingham,MID,61,0,0,0,0,true,,,,sr:player:3024884
Archie Whitehall,NFO,Nottingham,MID,51,0,0,0,0,true,,,,sr:player:3024886
Keehan Willows,NFO,Nottingham,GK,67,0,0,0,0,true,,,,sr:player:3062909
Zyan Julius Blake,NFO,Nottingham,FWD,77,0,0,0,0,true,,,,sr:player:3062953
Marcus Bettinelli,MCI,Manchester City,GK,13,0,0,0,0,true,,,,sr:player:257993
Gianluigi Donnarumma,MCI,Manchester City,GK,25,0,0,0,0,true,0,0,0,sr:player:756514
Kalvin Phillips,MCI,Manchester City,MID,44,0,0,0,0,true,,,,sr:player:790679
Issa Kabore,MCI,Manchester City,DEF,78,0,0,0,0,true,,,,sr:player:1869664
Josh Wilson-Esbrand,MCI,Manchester City,DEF,97,0,0,0,0,true,,,,sr:player:2223424
Max Alleyne,MCI,Manchester City,DEF,68,0,0,0,0,true,0.38138192892074585,0.032163284718990326,0.397463571280241,sr:player:2269337
Sverre Nypan,MCI,Manchester City,MID,41,0,0,0,0,true,,,,sr:player:2284895
Abdukodir Khusanov,MCI,Manchester City,DEF,45,0,0,0,0,true,,,,sr:player:2343559
Divin Mubama,MCI,Manchester City,FWD,67,0,0,0,0,true,,,,sr:player:2407071
Jaden Heskey,MCI,Manchester City,FWD,81,0,0,0,0,true,,,,sr:player:2469167
Pierce Charles,MCI,Manchester City,GK,,0,0,0,0,true,,,,sr:player:2490947
Claudio Echeverri,MCI,Manchester City,MID,30,0,0,0,0,true,,,,sr:player:2616751
Mahamadou Sangare,MCI,Manchester City,FWD,71,0,0,0,0,true,,,,sr:player:2691346
Kian Ben Noble,MCI,Manchester City,DEF,90,0,0,0,0,true,,,,sr:player:2698846
Vitor Reis,MCI,Manchester City,DEF,22,0,0,0,0,true,,,,sr:player:2714228
Stephen Mfuni,MCI,Manchester City,DEF,91,0,0,0,0,true,,,,sr:player:2714276
Matthew Henderson-Hall,MCI,Manchester City,,89,0,0,0,0,true,,,,sr:player:2716390
Abdulay Juma Bah,MCI,Manchester City,DEF,,0,0,0,0,true,,,,sr:player:2727424
Charlie Gray,MCI,Manchester City,MID,59,0,0,0,0,true,,,,sr:player:2736017
Divine Mukasa,MCI,Manchester City,MID,63,0,0,0,0,true,0,0.21173159405589104,0.10586579702794552,sr:player:2757599
Jack Wint,MCI,Manchester City,GK,84,0,0,0,0,true,,,,sr:player:2757603
Mathys Detourbet,MCI,Manchester City,FWD,11,0,0,0,0,true,,,,sr:player:2781389
Ryan McAidoo,MCI,Manchester City,MID,56,0,0,0,0,true,,,,sr:player:2781417
Kaden Braithwaite,MCI,Manchester City,DEF,61,0,0,0,0,true,,,,sr:player:2865447
Jeremy Monga,MCI,Manchester City,FWD,40,0,0,0,0,true,,,,sr:player:2941351
Max-Edgar Chabot,MCI,Manchester City,GK,92,0,0,0,0,true,,,,sr:player:3094752
Tyrone Samba,MCI,Manchester City,MID,75,0,0,0,0,true,,,,sr:player:3142884
Xavier Parker,MCI,Manchester City,MID,93,0,0,0,0,true,,,,sr:player:3152900
Jason Steele,BRI,Brighton,GK,23,0,0,0,0,true,,,,sr:player:31867
Igor,BRI,Brighton,DEF,3,0,0,0,0,true,,,,sr:player:1008323
Tom McGill,BRI,Brighton,GK,38,0,0,0,0,true,,,,sr:player:1089756
Michael Svoboda,BRI,Brighton,DEF,,0,0,0,0,true,,,,sr:player:1238640
Costinha,BRI,Brighton,DEF,20,0,0,0,0,true,,,,sr:player:1736595
Evan Ferguson,BRI,Brighton,FWD,28,0,0,0,0,true,,,,sr:player:1951258
Eiran Cashin,BRI,Brighton,DEF,16,0,0,0,0,true,,,,sr:player:1951296
Facundo Buonanotte,BRI,Brighton,MID,40,0,0,0,0,true,0.07509718276560307,0.3006448894739151,0.22541962750256062,sr:player:2184938
Carlos Baleba,BRI,Brighton,MID,17,0,0,0,0,true,0.5733493687584996,0.812482200562954,0.9795904690399766,sr:player:2327301
Amario Cozier-Duberry,BRI,Brighton,FWD,,0,0,0,0,true,,,,sr:player:2439779
Luka Vuskovic,BRI,Brighton,DEF,44,0,0,0,0,true,,,,sr:player:2443361
Tom Watson,BRI,Brighton,FWD,14,0,0,0,0,true,0.024704832583665848,0,0.024704832583665848,sr:player:2535393
James Beadle,BRI,Brighton,GK,,0,0,0,0,true,,,,sr:player:2541799
Ibrahim Osman,BRI,Brighton,FWD,,0,0,0,0,true,,,,sr:player:2557933
Yoon Do-young,BRI,Brighton,MID,,0,0,0,0,true,,,,sr:player:2626579
Rodrigo Rego,BRI,Brighton,FWD,,0,0,0,0,true,,,,sr:player:2692168
Nils Ramming,BRI,Brighton,GK,62,0,0,0,0,true,,,,sr:player:2724258
Malick Yalcouye,BRI,Brighton,MID,35,0,0,0,0,true,,,,sr:player:2733788
Zadok Yohanna,BRI,Brighton,FWD,36,0,0,0,0,true,,,,sr:player:3034660
Jesse Middleton,BRI,Brighton,,56,0,0,0,0,true,,,,sr:player:3237314
David Button,IPS,Ipswich,GK,27,0,0,0,0,false,,,,sr:player:32673
Chuba Akpom,IPS,Ipswich,FWD,29,0,0,0,0,false,,,,sr:player:190867
Christian Walton,IPS,Ipswich,GK,28,0,0,0,0,false,,,,sr:player:198038
Sammie Szmodics,IPS,Ipswich,MID,23,0,0,0,0,false,,,,sr:player:354782
Darnell Furlong,IPS,Ipswich,DEF,19,0,0,0,0,false,,,,sr:player:790671
Alex Palmer,IPS,Ipswich,GK,1,0,0,0,0,false,,,,sr:player:841311
Chiedozie Ogbene,IPS,Ipswich,FWD,21,0,0,0,0,false,,,,sr:player:889444
Dara O'Shea,IPS,Ipswich,DEF,26,0,0,0,0,false,,,,sr:player:934550
Azor Matusiwa,IPS,Ipswich,MID,5,0,0,0,0,false,,,,sr:player:945386
Daizen Maeda,IPS,Ipswich,MID,38,0,0,0,0,false,,,,sr:player:963903
George Hirst,IPS,Ipswich,FWD,9,0,0,0,0,false,,,,sr:player:990237
Kjell Scherpen,IPS,Ipswich,GK,,0,0,0,0,false,,,,sr:player:1054601
Jack Taylor,IPS,Ipswich,MID,14,0,0,0,0,false,,,,sr:player:1064938
Cedric Kipre,IPS,Ipswich,DEF,4,0,0,0,0,false,,,,sr:player:1233088
Ben Johnson,IPS,Ipswich,DEF,18,0,0,0,0,false,,,,sr:player:1372516
Jack Clarke,IPS,Ipswich,FWD,47,0,0,0,0,false,,,,sr:player:1391359
Leif Davis,IPS,Ipswich,DEF,3,0,0,0,0,false,,,,sr:player:1640266
Cieran Slicker,IPS,Ipswich,GK,13,0,0,0,0,false,,,,sr:player:1724684
Jacob Greaves,IPS,Ipswich,DEF,24,0,0,0,0,false,,,,sr:player:1836942
Marcelino Nunez,IPS,Ipswich,MID,32,0,0,0,0,false,,,,sr:player:1997967
Anis Mehmeti,IPS,Ipswich,MID,33,0,0,0,0,false,,,,sr:player:2083961
Harry Clarke,IPS,Ipswich,DEF,2,0,0,0,0,false,,,,sr:player:2085475
Jaden Philogene,IPS,Ipswich,FWD,11,0,0,0,0,false,,,,sr:player:2134236
Abdul Fatawu,IPS,Ipswich,FWD,23,0,0,0,0,false,,,,sr:player:2140422
Emersonn Da Silva,IPS,Ipswich,FWD,15,0,0,0,0,false,,,,sr:player:2184518
Cameron Humphreys,IPS,Ipswich,MID,30,0,0,0,0,false,,,,sr:player:2201924
Sindre Walle Egeli,IPS,Ipswich,FWD,8,0,0,0,0,false,,,,sr:player:2243253
Ali Alhamadi,IPS,Ipswich,FWD,16,0,0,0,0,false,,,,sr:player:2253611
Somto Boniface,IPS,Ipswich,DEF,48,0,0,0,0,false,,,,sr:player:2253839
Tudor Mendel-Idowu,IPS,Ipswich,MID,35,0,0,0,0,false,,,,sr:player:2253935
Kasey McAteer,IPS,Ipswich,MID,20,0,0,0,0,false,,,,sr:player:2274991
Kayne Van Oevelen,IPS,Ipswich,GK,31,0,0,0,0,false,,,,sr:player:2411725
Frankie Runham,IPS,Ipswich,FWD,39,0,0,0,0,false,,,,sr:player:2464227
Luca Fletcher,IPS,Ipswich,FWD,37,0,0,0,0,false,,,,sr:player:2714266
Finley Barbrook,IPS,Ipswich,MID,36,0,0,0,0,false,,,,sr:player:2836831
Woody Williamson,IPS,Ipswich,GK,27,0,0,0,0,false,,,,sr:player:3235620
Charlie Compton,IPS,Ipswich,,34,0,0,0,0,false,,,,sr:player:3235622
Martin Dubravka,TOT,Tottenham,GK,39,0,0,0,0,true,0,0,0,sr:player:42209
James Maddison,TOT,Tottenham,MID,10,0,0,0,0,true,0.5459706783294678,0,0.5459706783294678,sr:player:356398
Guglielmo Vicario,TOT,Tottenham,GK,1,0,0,0,0,true,0,0.07186521589756012,0.03593260794878006,sr:player:553606
Kevin Danso,TOT,Tottenham,DEF,4,0,0,0,0,true,0.5242262706160545,0.1586722880601883,0.6035624146461487,sr:player:803610
Brandon Austin,TOT,Tottenham,GK,40,0,0,0,0,true,,,,sr:player:1058637
Dejan Kulusevski,TOT,Tottenham,MID,21,0,0,0,0,true,,,,sr:player:1065654
Djed Spence,TOT,Tottenham,DEF,24,0,0,0,0,true,1.1351130530238152,1.8603137182071805,2.0652699121274054,sr:player:1564490
Radu Dragusin,TOT,Tottenham,DEF,3,0,0,0,0,true,0.2077605351805687,0,0.2077605351805687,sr:player:1642306
Antonin Kinsky,TOT,Tottenham,GK,31,0,0,0,0,true,0,0,0,sr:player:1726752
Dane Scarlett,TOT,Tottenham,FWD,44,0,0,0,0,true,0,0,0,sr:player:1939870
Ashley Phillips,TOT,Tottenham,DEF,35,0,0,0,0,true,,,,sr:player:2284353
Kota Takai,TOT,Tottenham,DEF,25,0,0,0,0,true,,,,sr:player:2298329
Jamie Donley,TOT,Tottenham,FWD,43,0,0,0,0,true,,,,sr:player:2438217
Alfie Dorrington,TOT,Tottenham,DEF,48,0,0,0,0,true,,,,sr:player:2439481
Mikey Moore,TOT,Tottenham,FWD,47,0,0,0,0,true,,,,sr:player:2439499
Damola Ajayi,TOT,Tottenham,FWD,63,0,0,0,0,true,,,,sr:player:2439511
Tyrese Hall,TOT,Tottenham,MID,49,0,0,0,0,true,,,,sr:player:2443355
Callum Olusesi,TOT,Tottenham,MID,52,0,0,0,0,true,0,0,0,sr:player:2463947
Yusuf Akhamrich,TOT,Tottenham,FWD,70,0,0,0,0,true,,,,sr:player:2487253
George Abbott,TOT,Tottenham,MID,50,0,0,0,0,true,,,,sr:player:2592911
Mason Melia,TOT,Tottenham,FWD,55,0,0,0,0,true,,,,sr:player:2610633
Yang Min-hyeok,TOT,Tottenham,MID,59,0,0,0,0,true,,,,sr:player:2626595
Souza,TOT,Tottenham,DEF,38,0,0,0,0,true,0.011544901877641678,0.20236201584339142,0.11272590979933739,sr:player:2714232
Reiss Denny,TOT,Tottenham,MID,53,0,0,0,0,true,,,,sr:player:2720828
Rio Kyerematen,TOT,Tottenham,MID,57,0,0,0,0,true,,,,sr:player:2807271
Jun'ai Byfield,TOT,Tottenham,DEF,67,0,0,0,0,true,0,0,0,sr:player:2836853
Luca Williams-Barnet,TOT,Tottenham,FWD,68,0,0,0,0,true,,,,sr:player:2891569
Malachi Hardy,TOT,Tottenham,DEF,66,0,0,0,0,true,,,,sr:player:2901535
James Rowswell,TOT,Tottenham,DEF,76,0,0,0,0,true,0,0,0,sr:player:3029350
Harry Byrne,TOT,Tottenham,DEF,78,0,0,0,0,true,,,,sr:player:3066501
Tyler Tingey,TOT,Tottenham,DEF,88,0,0,0,0,true,,,,sr:player:3066507
Tye Hall,TOT,Tottenham,MID,89,0,0,0,0,true,,,,sr:player:3083648
Alex Cairns,LEE,Leeds United,GK,21,0,0,0,0,true,,,,sr:player:162417
Sam Byram,LEE,Leeds United,DEF,25,0,0,0,0,true,0,0,0,sr:player:254713
Daniel James,LEE,Leeds United,FWD,7,0,0,0,0,true,0.799863189458847,0.4895355738699436,1.0446309763938189,sr:player:355520
Sebastiaan Bornauw,LEE,Leeds United,DEF,33,0,0,0,0,true,0.1316642463207245,0,0.1316642463207245,sr:player:936428
Joel Piroe,LEE,Leeds United,FWD,10,0,0,0,0,true,1.0837035588920116,0.08580565452575684,1.12660638615489,sr:player:1058433
Lucas Perri,LEE,Leeds United,GK,1,0,0,0,0,true,0,0,0,sr:player:1121667
Largie Ramazani,LEE,Leeds United,FWD,17,0,0,0,0,true,,,,sr:player:1297422
Joe Gelhardt,LEE,Leeds United,FWD,30,0,0,0,0,true,,,,sr:player:1564534
James Trafford,LEE,Leeds United,GK,1,0,0,0,0,true,0,0,0,sr:player:1724642
Tarik Muharemovic,LEE,Leeds United,DEF,5,0,0,0,0,true,,,,sr:player:2150256
Charlie Crew,LEE,Leeds United,MID,50,0,0,0,0,true,,,,sr:player:2256197
Rory Mahady,LEE,Leeds United,GK,49,0,0,0,0,true,,,,sr:player:2355125
Mateo Joseph,LEE,Leeds United,FWD,19,0,0,0,0,true,,,,sr:player:2491027
Sam Chambers,LEE,Leeds United,MID,42,0,0,0,0,true,,,,sr:player:2846515
Harry Gray,LEE,Leeds United,FWD,45,0,0,0,0,true,,,,sr:player:2974627
Rhys Chadwick,LEE,Leeds United,MID,47,0,0,0,0,true,,,,sr:player:3024882
Ollie Pickles,LEE,Leeds United,MID,95,0,0,0,0,true,,,,sr:player:3100418
Jayden Lienou,LEE,Leeds United,DEF,65,0,0,0,0,true,,,,sr:player:3194754
Alfie Cresswell,LEE,Leeds United,MID,51,0,0,0,0,true,,,,sr:player:3196906
Darryl Ombang,LEE,Leeds United,GK,99,0,0,0,0,true,,,,sr:player:3234706
Freddie Lane,LEE,Leeds United,DEF,98,0,0,0,0,true,,,,sr:player:3234708
Callum Mills,LEE,Leeds United,MID,72,0,0,0,0,true,,,,sr:player:3234710
Tom Heaton,MUN,Manchester United,GK,22,0,0,0,0,true,,,,sr:player:18122
Karl Darlow,MUN,Manchester United,GK,12,0,0,0,0,true,0,0,0,sr:player:123689
Andre Onana,MUN,Manchester United,GK,24,0,0,0,0,true,0.5156588805839419,1.24783924408257,1.139578502625227,sr:player:772389
Marcus Rashford,MUN,Manchester United,FWD,10,0,0,0,0,true,,,,sr:player:903830
Altay Bayindir,MUN,Manchester United,GK,1,0,0,0,0,true,0,0.2939172387123108,0.1469586193561554,sr:player:909328
Noussair Mazraoui,MUN,Manchester United,DEF,3,0,0,0,0,true,0.19680644385516644,0.2094872146844864,0.30155005119740963,sr:player:943506
Manuel Ugarte,MUN,Manchester United,MID,25,0,0,0,0,true,0.8379190387204289,0.12879487127065659,0.9023164743557572,sr:player:1016803
Senne Lammens,MUN,Manchester United,GK,1,0,0,0,0,true,0,0,0,sr:player:1624320
Dermot Mee,MUN,Manchester United,GK,45,0,0,0,0,true,,,,sr:player:1722064
Leny Yoro,MUN,Manchester United,DEF,15,0,0,0,0,true,1.2473983131349087,0.2197452150285244,1.3572709206491709,sr:player:2264779
Habeeb Ogunneye,MUN,Manchester United,DEF,66,0,0,0,0,true,,,,sr:player:2271089
Daniel Gore,MUN,Manchester United,MID,44,0,0,0,0,true,,,,sr:player:2271105
Ethan Williams,MUN,Manchester United,FWD,,0,0,0,0,true,,,,sr:player:2271115
Harry Amass,MUN,Manchester United,DEF,41,0,0,0,0,true,,,,sr:player:2534697
Toby Collyer,MUN,Manchester United,MID,43,0,0,0,0,true,,,,sr:player:2651045
Elyh Harrison,MUN,Manchester United,GK,50,0,0,0,0,true,,,,sr:player:2691738
Ethan Wheatley,MUN,Manchester United,FWD,36,0,0,0,0,true,,,,sr:player:2691742
Shea Lacey,MUN,Manchester United,MID,46,0,0,0,0,true,0.08230249583721161,0,0.08230249583721161,sr:player:2691744
Chido Obi-Martin,MUN,Manchester United,FWD,32,0,0,0,0,true,,,,sr:player:2711836
Sekou Kone,MUN,Manchester United,DEF,42,0,0,0,0,true,,,,sr:player:2718580
Tyler Fletcher,MUN,Manchester United,MID,39,0,0,0,0,true,0,0,0,sr:player:2724190
Jack Fletcher,MUN,Manchester United,MID,38,0,0,0,0,true,0.037386249750852585,0.11487564817070961,0.09482407383620739,sr:player:2736255
Bendito Mantato,MUN,Manchester United,MID,70,0,0,0,0,true,0,0.03647809848189354,0.01823904924094677,sr:player:2758635
Diego Leon,MUN,Manchester United,DEF,35,0,0,0,0,true,,,,sr:player:2828307
Jacob Devaney,MUN,Manchester United,MID,,0,0,0,0,true,,,,sr:player:2883981
Godwill Kukonki,MUN,Manchester United,DEF,72,0,0,0,0,true,,,,sr:player:2883983
Reece Munro,MUN,Manchester United,DEF,65,0,0,0,0,true,,,,sr:player:2883987
Daniel Armer,MUN,Manchester United,DEF,69,0,0,0,0,true,,,,sr:player:2883991
Jim Alec Joseph Thwaites,MUN,Manchester United,MID,77,0,0,0,0,true,,,,sr:player:2910959
Enzo Kana-Biyik,MUN,Manchester United,FWD,,0,0,0,0,true,,,,sr:player:2917995
Jack Moorhouse,MUN,Manchester United,MID,48,0,0,0,0,true,,,,sr:player:2945825
Tynan Thompson,MUN,Manchester United,FWD,27,0,0,0,0,true,,,,sr:player:3049309
JJ Gabriel,MUN,Manchester United,FWD,77,0,0,0,0,true,,,,sr:player:3234536
Fred Heath,MUN,Manchester United,GK,71,0,0,0,0,true,,,,sr:player:3239926
Solomon Honor,MUN,Manchester United,GK,47,0,0,0,0,true,,,,sr:player:3239928
Tosin Adarabioyo,CFC,Chelsea,DEF,4,0,0,0,0,true,0.07241746783256531,0.4159756898880005,0.28040531277656555,sr:player:352668
Benoit Badiashile,CFC,Chelsea,DEF,5,0,0,0,0,true,0,0,0,sr:player:1299814
Mykhailo Mudryk,CFC,Chelsea,FWD,43,0,0,0,0,true,,,,sr:player:1299850
Gaga Slonina,CFC,Chelsea,GK,44,0,0,0,0,true,,,,sr:player:1712859
Levi Colwill,CFC,Chelsea,DEF,6,0,0,0,0,true,0,0,0,sr:player:1947798
Teddy Sharman-Lowe,CFC,Chelsea,GK,28,0,0,0,0,true,,,,sr:player:1981769
Pep Chavarria,CFC,Chelsea,DEF,,0,0,0,0,true,,,,sr:player:2056455
Emanuel Emegha,CFC,Chelsea,FWD,,0,0,0,0,true,,,,sr:player:2064967
Nicolas Jackson,CFC,Chelsea,FWD,15,0,0,0,0,true,,,,sr:player:2084331
David Datro Fofana,CFC,Chelsea,FWD,99,0,0,0,0,true,,,,sr:player:2123150
